542.986,2,0.605872
314.911,3,0.242576
531.443,2,0.0438736
355.33,3,0.384243
549.602,2,0.968335
400.771,3,0.584745
530.933,2,0.0208921
536.757,2,0.292436
353.39,3,0.376688
540.778,2,0.49188
404.082,1,0.601372
540.918,2,0.498974
242.393,3,0.0529516
248.286,1,0.0658136
546.891,2,0.815945
542.302,2,0.570169
401.749,1,0.58962
538.502,2,0.377727
410.911,3,0.636848
421.13,3,0.692506
541.08,2,0.507297
258.154,3,0.0882062
539.223,2,0.413486
417.73,1,0.67361
547.691,2,0.860337
537.662,2,0.336428
539.229,2,0.413842
382.735,1,0.499102
531.666,2,0.0539509
330.122,1,0.292371
321.411,1,0.263358
372.881,1,0.455844
537.297,2,0.318586
301.649,1,0.202255
434.362,3,0.769808
548.824,2,0.923993
293.186,1,0.177978
443.761,3,0.82864
542.829,2,0.597698
535.207,2,0.218232
461.872,3,0.952237
463.946,1,0.967323
535.122,2,0.214228
446.149,1,0.844099
536.402,2,0.275312
257.854,3,0.0875147
408.261,1,0.622902
423.255,3,0.70452
395.275,3,0.557699
396.737,1,0.564821
550.121,2,0.998086
540.084,2,0.45666
441.978,1,0.817155
324.193,3,0.272541
373.834,1,0.459883
458.248,3,0.926345
258.709,1,0.0894856
315.038,3,0.242973
253.639,1,0.0778219
315.864,1,0.245598
535.623,2,0.237977
549.024,2,0.935331
547.544,2,0.852053
269.304,1,0.114956
402.485,3,0.593332
447.732,3,0.854508
310.606,3,0.229222
446.24,3,0.844682
246.693,3,0.0622911
460.426,3,0.941807
450.584,3,0.873506
547.697,2,0.860605
288.649,1,0.165438
271,3,0.119228
438.6,3,0.795882
425.595,3,0.717915
534.603,2,0.189656
540.916,2,0.498905
274.176,3,0.127233
265.433,3,0.105531
249.414,1,0.0683112
532.486,2,0.0914473
375.689,3,0.467947
360.975,1,0.406533
535.337,2,0.224427
408.09,3,0.622048
254.072,3,0.0787648
288.643,1,0.165366
297.619,1,0.190551
539.71,2,0.437926
370.904,3,0.447414
456.565,3,0.914474
432.077,3,0.756044
410.322,1,0.6337
534.275,2,0.17432
279.871,1,0.141856
532.451,2,0.0897883
331.322,3,0.296468
312.517,3,0.235149
429.334,1,0.739706
428.041,1,0.732127
544.472,2,0.684482
395.149,3,0.557057
537.188,2,0.313314
231.856,1,0.0310941
374.208,1,0.461515
255.476,3,0.082024
541.595,2,0.533715
232.544,3,0.0324525
456.495,3,0.913996
356.711,3,0.389597
546.597,2,0.799653
320.213,1,0.259523
461.524,1,0.949673
547.417,2,0.84505
331.239,3,0.296236
460.329,1,0.941119
546.935,2,0.818288
534.098,2,0.165963
541.786,2,0.543473
399.2,3,0.576913
357.143,1,0.391283
537.782,2,0.342273
536.023,2,0.257149
541.603,2,0.534133
343.283,3,0.338823
546.759,2,0.808623
467.453,3,0.993345
532.765,2,0.104249
236.793,3,0.0411782
543.039,2,0.608653
546.134,2,0.774288
438.278,1,0.793858
532.734,2,0.102808
536.564,2,0.28314
549.161,2,0.943111
274.407,3,0.127768
288.534,3,0.165072
221.281,3,0.0103773
425.524,1,0.717476
547.287,2,0.837768
537.13,2,0.310507
458.939,1,0.931185
274.762,1,0.128694
411.511,3,0.639957
389.841,1,0.53183
544.789,2,0.701452
458.5,3,0.928064
278.104,3,0.137253
535.086,2,0.212478
548.918,2,0.929324
338.622,1,0.321993
540.621,2,0.483877
464.026,1,0.967865
398.267,1,0.5723
367.374,3,0.432638
425.161,3,0.715415
547.895,2,0.871699
349.743,3,0.362757
549.127,2,0.941194
549.7,2,0.973903
548.172,2,0.887244
546.007,2,0.767412
371.16,3,0.448454
416.125,1,0.664842
533.166,2,0.122716
376.974,1,0.473529
544.584,2,0.690504
340.799,1,0.329777
467.652,3,0.994833
353.262,1,0.376231
532.815,2,0.106516
537.252,2,0.316368
442.075,3,0.817834
286.738,3,0.160185
539.985,2,0.451708
543.649,2,0.640798
354.579,3,0.381268
252.8,1,0.0758988
221.333,1,0.01047
460.621,1,0.943195
547.476,2,0.848282
349.348,3,0.361303
402.999,1,0.595895
367.18,3,0.43183
543.35,2,0.625046
319.22,3,0.256302
226.631,1,0.0207472
408.777,1,0.625564
444.318,1,0.832209
533.587,2,0.142163
543.219,2,0.618149
336.928,1,0.315959
384.366,1,0.506474
548.835,2,0.924571
531.934,2,0.06624
328.265,1,0.286092
533.546,2,0.140298
338.902,3,0.322981
405.903,1,0.610707
243.007,1,0.0543245
354.088,3,0.379365
417.874,3,0.674379
406.252,1,0.612494
349.799,1,0.363012
393.656,3,0.549906
543.41,2,0.628237
388.748,1,0.52665
421.306,1,0.693462
537.293,2,0.31835
382.892,3,0.499832
360.4,3,0.404218
447.927,1,0.855752
320.555,3,0.260641
255.471,3,0.0819748
431.372,1,0.751783
533.473,2,0.136851
464.912,3,0.974435
393.531,3,0.54932
358.461,1,0.396462
545.074,2,0.716797
440.482,1,0.807727
264.189,1,0.10251
538.548,2,0.379991
546.145,2,0.774882
449.54,1,0.866545
387.546,1,0.52111
531.004,2,0.0240942
424.518,3,0.711749
541.276,2,0.517266
414.482,1,0.655883
242.115,1,0.0523822
395.315,3,0.557865
539.399,2,0.422259
381.021,1,0.491397
394.798,3,0.555385
307.263,1,0.219047
411.117,3,0.63791
289.953,3,0.168975
336.447,1,0.314289
411.454,1,0.639653
265.426,3,0.105457
452.136,1,0.883966
431.374,1,0.751831
537.459,2,0.326481
451.8,1,0.881742
315.925,1,0.24577
536.753,2,0.292199
549.698,2,0.973828
466.356,3,0.985148
334.366,3,0.307035
366.549,1,0.429178
459.362,3,0.934218
536.431,2,0.27668
393.738,3,0.550295
266.747,3,0.108717
221.966,3,0.0116945
541.165,2,0.511608
442.545,3,0.820825
383.221,1,0.501285
452.476,1,0.886311
439.098,3,0.799034
368.429,3,0.437014
467.051,1,0.990276
539.722,2,0.438468
530.873,2,0.018202
446.956,3,0.84937
327.402,3,0.283177
261.556,1,0.0962281
406.197,3,0.612249
260.076,3,0.0927346
548.234,2,0.890729
458.133,3,0.925491
533.804,2,0.152276
546.848,2,0.813464
549.41,2,0.95734
545.938,2,0.763628
388.04,3,0.523372
421.806,1,0.696311
441.162,1,0.812016
372.27,3,0.45321
537.264,2,0.316975
532.101,2,0.0737877
370.905,3,0.447434
537.813,2,0.343756
413.891,3,0.652728
549.935,2,0.987356
258.028,1,0.0879423
539.734,2,0.43906
538.863,2,0.395624
543.182,2,0.616238
465.791,3,0.980931
298.978,1,0.194526
547.31,2,0.839087
362.586,3,0.412981
272.394,3,0.122711
456.523,1,0.914198
536.046,2,0.258225
406.894,3,0.615843
349.293,1,0.361057
540.266,2,0.465937
418.688,1,0.678857
413.723,3,0.651826
545.259,2,0.726844
299.425,1,0.195812
375.78,3,0.468318
360.099,1,0.403004
253.194,1,0.0767714
464.26,1,0.969629
341.05,3,0.330695
452.991,1,0.889836
536.365,2,0.273521
536.2,2,0.26561
252.228,3,0.0746325
539.796,2,0.442213
234.467,1,0.0364085
464.137,1,0.968705
449.028,3,0.863067
376.009,3,0.469301
545.901,2,0.761606
361.794,3,0.409786
349.93,3,0.363495
536.777,2,0.293387
423.183,3,0.704102
426.838,1,0.725093
400.59,3,0.583835
534.919,2,0.204572
408.818,1,0.625824
445.534,1,0.840053
396.201,1,0.562182
422.9,1,0.702452
548.325,2,0.895769
227.492,3,0.0224138
533.952,2,0.159237
349.028,3,0.360072
547.054,2,0.824925
459.627,3,0.936057
371.869,3,0.45149
376.791,3,0.472741
458.63,1,0.929047
374.275,1,0.461782
369.909,3,0.443223
309.402,1,0.22555
359.317,1,0.39985
368.665,1,0.437952
407.704,1,0.620018
547.485,2,0.848808
533.894,2,0.156512
541.29,2,0.517982
364.948,1,0.422642
438.28,1,0.793896
295.52,1,0.184561
341.241,3,0.33136
545.748,2,0.753266
543.702,2,0.643641
297.659,1,0.190723
410.948,1,0.637021
221.542,1,0.010862
395.255,1,0.557614
444.827,1,0.835495
221.971,3,0.0117338
440.467,3,0.807626
441.43,3,0.813726
347.375,1,0.353905
546.304,2,0.783634
290.61,1,0.170845
451.489,3,0.879623
531.63,2,0.052414
438.441,1,0.794923
396.839,3,0.565309
397.126,3,0.56672
548.14,2,0.885429
411.474,1,0.639772
353.497,1,0.37714
462.769,3,0.958748
267.152,1,0.109677
431.592,1,0.75314
269.67,3,0.115894
308.087,1,0.221535
385.854,1,0.513276
358.183,3,0.395367
283.62,1,0.151812
463.575,3,0.964557
394.465,3,0.553763
458.217,3,0.926074
466.434,3,0.98567
274.764,1,0.128708
276.285,1,0.132568
394.49,1,0.553941
533.408,2,0.133942
536.664,2,0.287937
313.955,1,0.239566
427.029,1,0.726235
391.345,3,0.538879
466.743,3,0.987998
240.948,3,0.0499456
443.138,3,0.824612
402.977,3,0.595754
434.987,1,0.773638
536.234,2,0.267177
430.733,1,0.747954
410.512,3,0.634719
535.289,2,0.222112
456.896,3,0.91683
315.896,1,0.245701
377.335,1,0.475063
539.459,2,0.425279
548.632,2,0.913112
332.66,1,0.301081
530.904,2,0.0195636
305.633,1,0.214126
537.106,2,0.309258
430.314,1,0.745491
395.192,1,0.557296
549.721,2,0.975124
534.416,2,0.180859
437.102,1,0.786595
537.561,2,0.331539
248.42,3,0.066086
530.73,2,0.0117677
373.602,3,0.458901
346.379,3,0.350185
548.821,2,0.923794
443.48,1,0.826794
262.062,1,0.0974357
545.027,2,0.714256
413.611,3,0.651207
541.788,2,0.543647
317.064,1,0.249417
307.725,1,0.220439
446.835,1,0.848596
421.324,3,0.693566
447.003,1,0.849707
532.684,2,0.100489
291.324,3,0.172771
395.814,1,0.560348
410.094,3,0.632493
539.092,2,0.407028
533.438,2,0.135299
396.53,3,0.563794
532.652,2,0.0989685
259.14,1,0.0905304
291.327,3,0.172807
466.878,3,0.989034
541.892,2,0.549048
224.003,1,0.0156203
378.791,1,0.481471
412.359,3,0.644501
532.819,2,0.10669
305.094,1,0.212466
549.714,2,0.974692
542.176,2,0.563661
547.627,2,0.856723
365.749,1,0.425886
292.76,3,0.176814
463.193,1,0.961815
542.948,2,0.603935
542.059,2,0.557601
232.352,3,0.0321028
373.322,1,0.457701
286.814,1,0.160406
417.494,1,0.672323
290.026,1,0.16919
335.168,3,0.309828
454.722,3,0.901658
219.057,3,0.00619365
546.724,2,0.806665
449.643,1,0.8672
541.176,2,0.512202
547.906,2,0.872319
544.303,2,0.67551
449.568,3,0.866686
445.657,3,0.840868
537.066,2,0.307429
299.111,3,0.194872
448.261,1,0.858004
326.93,3,0.281646
452.46,1,0.886158
457.082,3,0.918135
539.861,2,0.445478
390.287,1,0.533908
278.535,1,0.138431
410.074,1,0.632381
538.336,2,0.36954
421.593,3,0.695113
456.035,3,0.910787
536.056,2,0.258668
233.682,3,0.0348004
539.421,2,0.423429
536.019,2,0.25689
533.322,2,0.129887
541.381,2,0.522677
426.837,3,0.725072
260.916,1,0.0946521
534.004,2,0.161647
389.543,1,0.53043
539.046,2,0.404668
533.015,2,0.115661
530.543,2,0.00335434
533.624,2,0.14391
450.344,1,0.871874
464.246,1,0.969515
448.623,1,0.860407
533.08,2,0.118655
330.21,3,0.292661
253.547,3,0.0775847
535.548,2,0.234374
393.509,3,0.549191
549.693,2,0.973544
539.758,2,0.440343
386.722,1,0.517257
451.592,1,0.880321
364.482,1,0.420697
542.116,2,0.560575
409.773,1,0.630836
293.118,1,0.17783
539.656,2,0.435209
423.113,3,0.703691
359.167,1,0.399261
349.24,1,0.360867
321.782,3,0.26459
309.103,3,0.2246
370.288,1,0.444798
375.48,3,0.467016
531.65,2,0.053266
361.174,3,0.407307
545.983,2,0.766139
335.88,3,0.312315
409.39,3,0.628813
333.789,3,0.305009
303.516,1,0.207786
436.421,1,0.782376
285.553,3,0.156965
271.078,3,0.119415
245.046,1,0.0587251
226.32,1,0.0201165
540.67,2,0.486447
239.762,3,0.0474099
309.79,3,0.2267
457.023,1,0.917686
541.26,2,0.516454
418.584,1,0.67835
368.045,3,0.435405
400.527,1,0.583459
548.805,2,0.922918
264.604,1,0.103513
463.179,3,0.961701
547.87,2,0.870329
540.82,2,0.494012
548.513,2,0.906406
425.213,3,0.715716
545.122,2,0.719371
411.89,1,0.64201
534.989,2,0.207871
281.661,3,0.146603
431.238,1,0.750975
379.899,3,0.486409
405.885,1,0.610645
546.121,2,0.773591
436.908,1,0.785389
547.032,2,0.823742
426.304,3,0.72199
540.932,2,0.499678
399.562,3,0.578694
363.621,3,0.41717
358.54,3,0.396821
543.331,2,0.624036
536.252,2,0.268111
537.408,2,0.323969
331.41,3,0.29677
363.206,3,0.415523
535.167,2,0.216311
544.742,2,0.69896
536.367,2,0.273616
547.718,2,0.861798
263.398,1,0.10061
366.765,3,0.430052
360.674,3,0.405296
311.808,3,0.232947
443.058,1,0.824073
442.856,3,0.822779
544.815,2,0.702877
451.68,3,0.88088
452.974,1,0.889671
548.66,2,0.914666
532.734,2,0.102842
384.036,1,0.504958
467.599,3,0.994445
365.479,3,0.424754
448.458,3,0.859328
539.625,2,0.433584
536.292,2,0.26998
460.159,1,0.939873
295.203,1,0.183662
305.066,3,0.212441
342.596,1,0.336299
296.888,3,0.188456
541.884,2,0.548594
357.603,1,0.393121
531.137,2,0.0301061
543.498,2,0.63283
532.392,2,0.087143
217.558,3,0.00339504
547.296,2,0.838255
257.77,3,0.0873342
372.622,1,0.454718
421.751,3,0.695965
531.697,2,0.0554434
272.914,3,0.12405
342.816,3,0.337108
263.899,1,0.101821
539.413,2,0.423015
537.311,2,0.319278
459.938,1,0.938333
296.365,1,0.186988
358.487,3,0.396581
365.406,1,0.424454
458.106,1,0.925342
265.184,1,0.104919
454.722,3,0.901666
396.635,1,0.564333
267.519,3,0.110571
230.958,3,0.0292622
278.573,1,0.138517
398.957,3,0.575705
224.469,1,0.0165159
232.948,3,0.0333314
348.551,3,0.35831
543.359,2,0.625471
330.094,3,0.292276
216.529,1,0.00146616
542.284,2,0.569319
460.564,1,0.942753
267.518,1,0.110559
386.116,3,0.514513
549.95,2,0.988257
536.848,2,0.296791
542.425,2,0.576562
342.871,1,0.337314
417.601,1,0.672865
229.163,1,0.0257252
361.175,1,0.407336
379.762,1,0.485762
531.487,2,0.0459429
423.147,3,0.703862
394.095,1,0.552048
437.037,3,0.786174
456.253,3,0.912348
535.202,2,0.217956
371.801,3,0.451228
535.014,2,0.209126
443.541,3,0.827183
549.722,2,0.975248
384.237,3,0.505933
402.025,1,0.590969
541.809,2,0.544716
336.334,1,0.313893
355.379,1,0.384402
429.281,3,0.739368
